"Date","Open","High","Low","Close"
"12 Aug 2022","12938.00","12953.15","12847.45","12923.75"
"11 Aug 2022","13080.20","13097.35","12859.90","12923.55"
"10 Aug 2022","12959.05","12992.70","12868.50","12951.65"
"08 Aug 2022","12821.55","12977.80","12816.40","12927.95"
"05 Aug 2022","12977.80","12981.10","12782.80","12804.35"
"04 Aug 2022","13006.70","13024.30","12754.25","12945.70"
"03 Aug 2022","13036.80","13036.80","12767.75","12919.40"
"02 Aug 2022","12921.95","13048.55","12817.05","13023.65"
"01 Aug 2022","12645.65","12974.35","12627.95","12953.65"
"29 Jul 2022","12482.55","12687.60","12474.15","12543.20"
"28 Jul 2022","12357.55","12417.60","12238.70","12383.70"
"27 Jul 2022","12289.00","12342.55","12204.65","12326.35"
"26 Jul 2022","12418.30","12429.35","12262.05","12276.50"
"25 Jul 2022","12639.35","12648.45","12369.10","12423.70"
"22 Jul 2022","12623.35","12690.00","12596.45","12634.20"
"21 Jul 2022","12528.70","12612.40","12501.90","12581.35"
"20 Jul 2022","12621.70","12660.70","12484.60","12511.30"
"19 Jul 2022","12373.55","12553.60","12364.65","12538.90"
"18 Jul 2022","12435.50","12455.85","12391.00","12408.70"
"15 Jul 2022","12139.95","12377.65","12135.65","12361.65"
"14 Jul 2022","12098.55","12184.05","12025.25","12115.30"
"13 Jul 2022","12154.05","12189.35","12080.15","12099.35"
"12 Jul 2022","12218.50","12220.20","12082.90","12107.35"
"11 Jul 2022","12074.65","12266.30","12040.50","12252.50"
"08 Jul 2022","12274.35","12303.80","12069.50","12124.60"
"07 Jul 2022","12056.60","12132.40","12039.20","12114.10"
"06 Jul 2022","11676.45","11974.75","11671.65","11952.20"
"05 Jul 2022","11750.25","11791.40","11632.05","11649.80"
"04 Jul 2022","11690.80","11733.40","11591.45","11692.10"
"01 Jul 2022","11649.95","11737.00","11530.35","11711.95"
"30 Jun 2022","11812.05","11911.35","11671.80","11701.15"
"29 Jun 2022","11736.30","11865.25","11715.95","11850.50"
"28 Jun 2022","11644.40","11852.05","11608.45","11832.55"
"27 Jun 2022","11747.95","11780.15","11659.70","11686.05"
"24 Jun 2022","11441.20","11596.70","11407.75","11583.25"
"23 Jun 2022","10940.35","11386.90","10933.95","11359.50"
"22 Jun 2022","10948.70","10987.80","10825.75","10881.40"
"21 Jun 2022","10818.45","10994.00","10786.80","10974.20"
"20 Jun 2022","10845.75","10882.15","10684.65","10754.70"
"17 Jun 2022","10902.45","10947.25","10762.45","10830.90"
"16 Jun 2022","11322.30","11338.85","10939.70","10956.60"
"15 Jun 2022","11158.80","11250.45","11153.95","11206.75"
"14 Jun 2022","11093.45","11258.85","11049.05","11104.15"
"13 Jun 2022","11215.40","11261.20","11132.05","11165.65"
"10 Jun 2022","11324.65","11421.80","11318.50","11394.00"
"09 Jun 2022","11320.90","11438.75","11294.30","11419.25"
"08 Jun 2022","11421.60","11450.00","11270.65","11382.35"
"07 Jun 2022","11228.85","11383.30","11153.40","11362.20"
"06 Jun 2022","11245.40","11352.95","11175.25","11303.15"
"03 Jun 2022","11562.50","11592.90","11258.10","11282.15"
"02 Jun 2022","11543.50","11557.40","11416.25","11491.40"
"01 Jun 2022","11608.70","11675.50","11490.55","11563.00"
"31 May 2022","11512.40","11682.30","11494.70","11586.60"
"30 May 2022","11386.30","11543.15","11380.25","11491.40"
"27 May 2022","11205.70","11300.70","11141.10","11270.25"
"26 May 2022","11057.80","11122.55","10852.45","11097.15"
"25 May 2022","11174.90","11196.40","10975.80","11011.50"
"24 May 2022","11166.65","11197.50","11062.80","11116.30"
"23 May 2022","11057.70","11229.90","11057.55","11115.20"
"20 May 2022","10816.75","10970.25","10780.45","10914.60"
"19 May 2022","10680.25","10800.85","10597.55","10618.00"
"18 May 2022","10917.20","11015.20","10878.70","10909.45"
"17 May 2022","10677.50","10928.00","10677.00","10911.15"
"16 May 2022","10506.60","10672.65","10475.75","10649.10"
"13 May 2022","10300.25","10610.85","10280.35","10412.35"
"12 May 2022","10268.05","10293.10","10092.60","10164.35"
"11 May 2022","10486.70","10541.50","10233.40","10377.40"
"10 May 2022","10459.80","10635.20","10436.20","10472.45"
"09 May 2022","10426.55","10551.00","10312.65","10483.50"
"06 May 2022","10554.75","10604.05","10473.15","10518.45"
"05 May 2022","10765.95","10885.85","10684.35","10705.70"
"04 May 2022","10942.25","11023.45","10617.90","10661.00"
"02 May 2022","11015.60","11038.05","10897.05","10938.30"
"29 Apr 2022","11236.15","11275.65","11034.75","11078.10"
"28 Apr 2022","11290.55","11290.55","11128.85","11192.05"
"27 Apr 2022","11118.70","11200.70","11063.10","11158.85"
"26 Apr 2022","11027.55","11229.25","11018.40","11221.75"
"25 Apr 2022","10918.15","11063.85","10864.40","10916.50"
"22 Apr 2022","10990.35","11118.25","10899.75","11028.15"
"21 Apr 2022","10892.90","11104.60","10890.75","11090.55"
"20 Apr 2022","10686.10","10885.65","10668.50","10848.70"
"19 Apr 2022","10795.95","10877.05","10519.05","10615.15"
"18 Apr 2022","10637.85","10761.95","10566.45","10745.75"
"13 Apr 2022","10819.10","10874.20","10676.90","10698.30"
"12 Apr 2022","10837.80","10850.30","10694.35","10788.80"
"11 Apr 2022","10928.40","10928.40","10847.30","10882.10"
"08 Apr 2022","10838.80","10921.90","10792.45","10894.30"
"07 Apr 2022","10869.30","10926.40","10804.50","10820.70"
"06 Apr 2022","10915.40","10942.35","10830.10","10906.80"
"05 Apr 2022","10850.65","10988.45","10837.90","10936.50"
"04 Apr 2022","10688.75","10812.90","10641.80","10803.85"
"01 Apr 2022","10522.20","10692.80","10471.75","10676.85"
"31 Mar 2022","10566.30","10618.40","10528.65","10552.10"
"30 Mar 2022","10519.00","10604.95","10491.45","10542.15"
"29 Mar 2022","10468.55","10523.00","10387.20","10416.25"
"28 Mar 2022","10360.25","10437.40","10300.15","10421.60"
"25 Mar 2022","10453.20","10461.50","10300.60","10354.15"
"24 Mar 2022","10397.25","10502.95","10353.20","10412.40"
"23 Mar 2022","10625.80","10659.15","10435.70","10463.45"
"22 Mar 2022","10453.05","10586.25","10302.65","10572.90"
"21 Mar 2022","10639.25","10673.40","10423.80","10448.40"
"17 Mar 2022","10469.55","10590.50","10443.00","10576.00"
"16 Mar 2022","10300.60","10372.45","10233.50","10350.10"
"15 Mar 2022","10075.40","10302.45","10060.70","10131.30"
